#Col 1: dimension K: 2
#Col 2: specified s: 1
#Col 3: min n: 10000
#Col 4: max n50000
#Col 5: pas n5000
#Col 7: n of trees100

K,s,n,q0,cost
2,1,10000,0.4,334
2,1,10000,0.4,276
2,1,10000,0.4,313
2,1,10000,0.4,210
2,1,10000,0.4,258
2,1,10000,0.4,396
2,1,10000,0.4,463
2,1,10000,0.4,387
2,1,10000,0.4,577
2,1,10000,0.4,152
2,1,10000,0.4,480
2,1,10000,0.4,190
2,1,10000,0.4,382
2,1,10000,0.4,515
2,1,10000,0.4,192
2,1,10000,0.4,303
2,1,10000,0.4,236
2,1,10000,0.4,152
2,1,10000,0.4,417
2,1,10000,0.4,449
2,1,10000,0.4,475
2,1,10000,0.4,298
2,1,10000,0.4,302
2,1,10000,0.4,389
2,1,10000,0.4,365
2,1,10000,0.4,462
2,1,10000,0.4,376
2,1,10000,0.4,383
2,1,10000,0.4,392
2,1,10000,0.4,236
2,1,10000,0.4,305
2,1,10000,0.4,519
2,1,10000,0.4,466
2,1,10000,0.4,231
2,1,10000,0.4,479
2,1,10000,0.4,359
2,1,10000,0.4,187
2,1,10000,0.4,255
2,1,10000,0.4,467
2,1,10000,0.4,147
2,1,10000,0.4,259
2,1,10000,0.4,283
2,1,10000,0.4,432
2,1,10000,0.4,311
2,1,10000,0.4,327
2,1,10000,0.4,261
2,1,10000,0.4,403
2,1,10000,0.4,414
2,1,10000,0.4,438
2,1,10000,0.4,219
2,1,10000,0.4,241
2,1,10000,0.4,274
2,1,10000,0.4,347
2,1,10000,0.4,472
2,1,10000,0.4,172
2,1,10000,0.4,260
2,1,10000,0.4,398
2,1,10000,0.4,383
2,1,10000,0.4,441
2,1,10000,0.4,295
2,1,10000,0.4,381
2,1,10000,0.4,406
2,1,10000,0.4,340
2,1,10000,0.4,269
2,1,10000,0.4,457
2,1,10000,0.4,350
2,1,10000,0.4,240
2,1,10000,0.4,272
2,1,10000,0.4,534
2,1,10000,0.4,379
2,1,10000,0.4,326
2,1,10000,0.4,97
2,1,10000,0.4,481
2,1,10000,0.4,359
2,1,10000,0.4,312
2,1,10000,0.4,295
2,1,10000,0.4,205
2,1,10000,0.4,174
2,1,10000,0.4,554
2,1,10000,0.4,399
2,1,10000,0.4,456
2,1,10000,0.4,292
2,1,10000,0.4,411
2,1,10000,0.4,267
2,1,10000,0.4,407
2,1,10000,0.4,416
2,1,10000,0.4,448
2,1,10000,0.4,395
2,1,10000,0.4,384
2,1,10000,0.4,601
2,1,10000,0.4,262
2,1,10000,0.4,408
2,1,10000,0.4,379
2,1,10000,0.4,477
2,1,10000,0.4,393
2,1,10000,0.4,372
2,1,10000,0.4,145
2,1,10000,0.4,518
2,1,10000,0.4,390
2,1,10000,0.4,296
2,1,10000,0.5,327
2,1,10000,0.5,427
2,1,10000,0.5,234
2,1,10000,0.5,275
2,1,10000,0.5,496
2,1,10000,0.5,507
2,1,10000,0.5,135
2,1,10000,0.5,501
2,1,10000,0.5,288
2,1,10000,0.5,338
2,1,10000,0.5,247
2,1,10000,0.5,191
2,1,10000,0.5,180
2,1,10000,0.5,200
2,1,10000,0.5,192
2,1,10000,0.5,378
2,1,10000,0.5,297
2,1,10000,0.5,202
2,1,10000,0.5,502
2,1,10000,0.5,212
2,1,10000,0.5,323
2,1,10000,0.5,347
2,1,10000,0.5,308
2,1,10000,0.5,190
2,1,10000,0.5,351
2,1,10000,0.5,460
2,1,10000,0.5,330
2,1,10000,0.5,137
2,1,10000,0.5,327
2,1,10000,0.5,288
2,1,10000,0.5,556
2,1,10000,0.5,300
2,1,10000,0.5,181
2,1,10000,0.5,332
2,1,10000,0.5,402
2,1,10000,0.5,66
2,1,10000,0.5,335
2,1,10000,0.5,508
2,1,10000,0.5,379
2,1,10000,0.5,408
2,1,10000,0.5,263
2,1,10000,0.5,153
2,1,10000,0.5,374
2,1,10000,0.5,352
2,1,10000,0.5,212
2,1,10000,0.5,215
2,1,10000,0.5,535
2,1,10000,0.5,479
2,1,10000,0.5,231
2,1,10000,0.5,172
2,1,10000,0.5,289
2,1,10000,0.5,544
2,1,10000,0.5,405
2,1,10000,0.5,221
2,1,10000,0.5,488
2,1,10000,0.5,236
2,1,10000,0.5,380
2,1,10000,0.5,326
2,1,10000,0.5,554
2,1,10000,0.5,358
2,1,10000,0.5,383
2,1,10000,0.5,332
2,1,10000,0.5,89
2,1,10000,0.5,200
2,1,10000,0.5,204
2,1,10000,0.5,452
2,1,10000,0.5,379
2,1,10000,0.5,205
2,1,10000,0.5,340
2,1,10000,0.5,167
2,1,10000,0.5,257
2,1,10000,0.5,273
2,1,10000,0.5,303
2,1,10000,0.5,364
2,1,10000,0.5,380
2,1,10000,0.5,279
2,1,10000,0.5,241
2,1,10000,0.5,63
2,1,10000,0.5,157
2,1,10000,0.5,206
2,1,10000,0.5,523
2,1,10000,0.5,125
2,1,10000,0.5,290
2,1,10000,0.5,444
2,1,10000,0.5,155
2,1,10000,0.5,151
2,1,10000,0.5,457
2,1,10000,0.5,385
2,1,10000,0.5,445
2,1,10000,0.5,195
2,1,10000,0.5,221
2,1,10000,0.5,275
2,1,10000,0.5,338
2,1,10000,0.5,166
2,1,10000,0.5,226
2,1,10000,0.5,556
2,1,10000,0.5,351
2,1,10000,0.5,359
2,1,10000,0.5,370
2,1,10000,0.5,445
2,1,15000,0.1,459
2,1,15000,0.1,467
2,1,15000,0.1,284
2,1,15000,0.1,226
2,1,15000,0.1,298
2,1,15000,0.1,407
2,1,15000,0.1,216
2,1,15000,0.1,92
2,1,15000,0.1,243
2,1,15000,0.1,401
2,1,15000,0.1,347
2,1,15000,0.1,152
2,1,15000,0.1,220
2,1,15000,0.1,370
2,1,15000,0.1,121
2,1,15000,0.1,337
2,1,15000,0.1,253
2,1,15000,0.1,299
2,1,15000,0.1,362
2,1,15000,0.1,383
2,1,15000,0.1,165
2,1,15000,0.1,223
2,1,15000,0.1,278
2,1,15000,0.1,239
2,1,15000,0.1,298
2,1,15000,0.1,332
2,1,15000,0.1,118
2,1,15000,0.1,219
2,1,15000,0.1,465
2,1,15000,0.1,191
2,1,15000,0.1,331
2,1,15000,0.1,407
2,1,15000,0.1,505
2,1,15000,0.1,235
2,1,15000,0.1,158
2,1,15000,0.1,533
2,1,15000,0.1,332
2,1,15000,0.1,503
2,1,15000,0.1,232
2,1,15000,0.1,457
2,1,15000,0.1,262
2,1,15000,0.1,383
2,1,15000,0.1,237
2,1,15000,0.1,137
2,1,15000,0.1,394
2,1,15000,0.1,168
2,1,15000,0.1,277
2,1,15000,0.1,572
2,1,15000,0.1,109
2,1,15000,0.1,184
2,1,15000,0.1,384
2,1,15000,0.1,280
2,1,15000,0.1,337
2,1,15000,0.1,366
2,1,15000,0.1,456
2,1,15000,0.1,386
2,1,15000,0.1,268
2,1,15000,0.1,385
2,1,15000,0.1,238
2,1,15000,0.1,381
2,1,15000,0.1,202
2,1,15000,0.1,101
2,1,15000,0.1,311
2,1,15000,0.1,393
2,1,15000,0.1,523
2,1,15000,0.1,127
2,1,15000,0.1,367
2,1,15000,0.1,346
2,1,15000,0.1,110
2,1,15000,0.1,344
2,1,15000,0.1,227
2,1,15000,0.1,503
2,1,15000,0.1,225
2,1,15000,0.1,242
2,1,15000,0.1,487
2,1,15000,0.1,413
2,1,15000,0.1,192
2,1,15000,0.1,347
2,1,15000,0.1,183
2,1,15000,0.1,239
2,1,15000,0.1,475
2,1,15000,0.1,325
2,1,15000,0.1,441
2,1,15000,0.1,349
2,1,15000,0.1,370
2,1,15000,0.1,246
2,1,15000,0.1,353
2,1,15000,0.1,376
2,1,15000,0.1,482
2,1,15000,0.1,310
2,1,15000,0.1,151
2,1,15000,0.1,318
2,1,15000,0.1,228
2,1,15000,0.1,283
2,1,15000,0.1,329
2,1,15000,0.1,485
2,1,15000,0.1,262
2,1,15000,0.1,346
2,1,15000,0.1,215
2,1,15000,0.1,196
2,1,15000,0.2,573
2,1,15000,0.2,333
2,1,15000,0.2,239
2,1,15000,0.2,394
2,1,15000,0.2,255
2,1,15000,0.2,551
2,1,15000,0.2,204
2,1,15000,0.2,472
2,1,15000,0.2,347
2,1,15000,0.2,409
2,1,15000,0.2,650
2,1,15000,0.2,347
2,1,15000,0.2,563
2,1,15000,0.2,611
2,1,15000,0.2,242
2,1,15000,0.2,529
2,1,15000,0.2,374
2,1,15000,0.2,361
2,1,15000,0.2,407
2,1,15000,0.2,200
2,1,15000,0.2,610
2,1,15000,0.2,222
2,1,15000,0.2,467
2,1,15000,0.2,527
2,1,15000,0.2,301
2,1,15000,0.2,145
2,1,15000,0.2,415
2,1,15000,0.2,350
2,1,15000,0.2,198
2,1,15000,0.2,389
2,1,15000,0.2,170
2,1,15000,0.2,224
2,1,15000,0.2,304
2,1,15000,0.2,594
2,1,15000,0.2,434
2,1,15000,0.2,348
2,1,15000,0.2,235
2,1,15000,0.2,198
2,1,15000,0.2,187
2,1,15000,0.2,373
2,1,15000,0.2,328
2,1,15000,0.2,117
2,1,15000,0.2,158
2,1,15000,0.2,600
2,1,15000,0.2,177
2,1,15000,0.2,174
2,1,15000,0.2,331
2,1,15000,0.2,262
2,1,15000,0.2,665
2,1,15000,0.2,440
2,1,15000,0.2,606
2,1,15000,0.2,417
2,1,15000,0.2,234
2,1,15000,0.2,424
2,1,15000,0.2,314
2,1,15000,0.2,234
2,1,15000,0.2,194
2,1,15000,0.2,211
2,1,15000,0.2,371
2,1,15000,0.2,399
2,1,15000,0.2,191
2,1,15000,0.2,299
2,1,15000,0.2,306
2,1,15000,0.2,215
2,1,15000,0.2,269
2,1,15000,0.2,381
2,1,15000,0.2,238
2,1,15000,0.2,350
2,1,15000,0.2,436
2,1,15000,0.2,140
2,1,15000,0.2,344
2,1,15000,0.2,551
2,1,15000,0.2,370
2,1,15000,0.2,455
2,1,15000,0.2,322
2,1,15000,0.2,281
2,1,15000,0.2,247
2,1,15000,0.2,301
2,1,15000,0.2,364
2,1,15000,0.2,440
2,1,15000,0.2,123
2,1,15000,0.2,663
2,1,15000,0.2,279
2,1,15000,0.2,549
2,1,15000,0.2,479
2,1,15000,0.2,228
2,1,15000,0.2,292
2,1,15000,0.2,308
2,1,15000,0.2,615
2,1,15000,0.2,406
2,1,15000,0.2,193
2,1,15000,0.2,489
2,1,15000,0.2,525
2,1,15000,0.2,572
2,1,15000,0.2,440
2,1,15000,0.2,509
2,1,15000,0.2,405
2,1,15000,0.2,312
2,1,15000,0.2,537
2,1,15000,0.2,277
2,1,15000,0.3,329
2,1,15000,0.3,509
2,1,15000,0.3,412
2,1,15000,0.3,309
2,1,15000,0.3,440
2,1,15000,0.3,259
2,1,15000,0.3,482
2,1,15000,0.3,569
2,1,15000,0.3,227
2,1,15000,0.3,263
2,1,15000,0.3,376
2,1,15000,0.3,443
2,1,15000,0.3,309
2,1,15000,0.3,372
2,1,15000,0.3,362
2,1,15000,0.3,583
2,1,15000,0.3,520
2,1,15000,0.3,477
2,1,15000,0.3,155
2,1,15000,0.3,494
2,1,15000,0.3,453
2,1,15000,0.3,312
2,1,15000,0.3,343
2,1,15000,0.3,441
2,1,15000,0.3,79
2,1,15000,0.3,535
2,1,15000,0.3,387
2,1,15000,0.3,296
2,1,15000,0.3,331
2,1,15000,0.3,294
2,1,15000,0.3,251
2,1,15000,0.3,352
2,1,15000,0.3,335
2,1,15000,0.3,455
2,1,15000,0.3,247
2,1,15000,0.3,530
2,1,15000,0.3,464
2,1,15000,0.3,594
2,1,15000,0.3,569
2,1,15000,0.3,499
2,1,15000,0.3,409
2,1,15000,0.3,519
2,1,15000,0.3,497
2,1,15000,0.3,420
2,1,15000,0.3,799
2,1,15000,0.3,533
2,1,15000,0.3,415
2,1,15000,0.3,281
2,1,15000,0.3,384
2,1,15000,0.3,524
2,1,15000,0.3,317
2,1,15000,0.3,219
2,1,15000,0.3,154
2,1,15000,0.3,275
2,1,15000,0.3,712
2,1,15000,0.3,281
2,1,15000,0.3,262
2,1,15000,0.3,563
2,1,15000,0.3,173
2,1,15000,0.3,247
2,1,15000,0.3,411
2,1,15000,0.3,576
2,1,15000,0.3,278
2,1,15000,0.3,245
2,1,15000,0.3,532
2,1,15000,0.3,552
2,1,15000,0.3,315
2,1,15000,0.3,620
2,1,15000,0.3,562
2,1,15000,0.3,623
2,1,15000,0.3,373
2,1,15000,0.3,399
2,1,15000,0.3,583
2,1,15000,0.3,320
2,1,15000,0.3,512
2,1,15000,0.3,329
2,1,15000,0.3,213
2,1,15000,0.3,328
2,1,15000,0.3,545
2,1,15000,0.3,88
2,1,15000,0.3,88
2,1,15000,0.3,328
2,1,15000,0.3,463
2,1,15000,0.3,548
2,1,15000,0.3,399
2,1,15000,0.3,410
2,1,15000,0.3,463
2,1,15000,0.3,546
2,1,15000,0.3,519
2,1,15000,0.3,496
2,1,15000,0.3,600
2,1,15000,0.3,435
2,1,15000,0.3,358
2,1,15000,0.3,330
2,1,15000,0.3,435
2,1,15000,0.3,521
2,1,15000,0.3,476
2,1,15000,0.3,257
2,1,15000,0.3,288
2,1,15000,0.3,329
2,1,15000,0.4,384
2,1,15000,0.4,237
2,1,15000,0.4,135
2,1,15000,0.4,257
2,1,15000,0.4,67
2,1,15000,0.4,422
2,1,15000,0.4,436
2,1,15000,0.4,280
2,1,15000,0.4,504
2,1,15000,0.4,483
2,1,15000,0.4,476
2,1,15000,0.4,369
2,1,15000,0.4,416
2,1,15000,0.4,339
2,1,15000,0.4,428
2,1,15000,0.4,364
2,1,15000,0.4,300
2,1,15000,0.4,327
2,1,15000,0.4,304
2,1,15000,0.4,421
2,1,15000,0.4,318
2,1,15000,0.4,260
2,1,15000,0.4,448
2,1,15000,0.4,480
2,1,15000,0.4,550
2,1,15000,0.4,413
2,1,15000,0.4,296
2,1,15000,0.4,376
2,1,15000,0.4,576
2,1,15000,0.4,223
2,1,15000,0.4,379
2,1,15000,0.4,290
2,1,15000,0.4,788
2,1,15000,0.4,427
2,1,15000,0.4,647
2,1,15000,0.4,332
2,1,15000,0.4,179
2,1,15000,0.4,468
2,1,15000,0.4,288
2,1,15000,0.4,170
2,1,15000,0.4,595
2,1,15000,0.4,500
2,1,15000,0.4,581
2,1,15000,0.4,434
2,1,15000,0.4,288
2,1,15000,0.4,228
2,1,15000,0.4,443
2,1,15000,0.4,326
2,1,15000,0.4,125
2,1,15000,0.4,572
2,1,15000,0.4,608
2,1,15000,0.4,392
2,1,15000,0.4,410
2,1,15000,0.4,288
2,1,15000,0.4,507
2,1,15000,0.4,358
2,1,15000,0.4,478
2,1,15000,0.4,334
2,1,15000,0.4,324
2,1,15000,0.4,472
2,1,15000,0.4,365
2,1,15000,0.4,155
2,1,15000,0.4,285
2,1,15000,0.4,537
2,1,15000,0.4,393
2,1,15000,0.4,451
2,1,15000,0.4,240
2,1,15000,0.4,558
2,1,15000,0.4,518
2,1,15000,0.4,434
2,1,15000,0.4,535
2,1,15000,0.4,781
2,1,15000,0.4,276
2,1,15000,0.4,251
2,1,15000,0.4,382
2,1,15000,0.4,130
2,1,15000,0.4,169
2,1,15000,0.4,568
2,1,15000,0.4,166
2,1,15000,0.4,118
2,1,15000,0.4,440
2,1,15000,0.4,343
2,1,15000,0.4,495
2,1,15000,0.4,587
2,1,15000,0.4,608
2,1,15000,0.4,480
2,1,15000,0.4,415
2,1,15000,0.4,218
2,1,15000,0.4,229
2,1,15000,0.4,554
2,1,15000,0.4,364
2,1,15000,0.4,443
2,1,15000,0.4,457
2,1,15000,0.4,341
2,1,15000,0.4,498
2,1,15000,0.4,595
2,1,15000,0.4,93
2,1,15000,0.4,397
2,1,15000,0.4,448
2,1,15000,0.4,243
2,1,15000,0.5,497
2,1,15000,0.5,343
2,1,15000,0.5,194
2,1,15000,0.5,193
2,1,15000,0.5,201
2,1,15000,0.5,670
2,1,15000,0.5,445
2,1,15000,0.5,482
2,1,15000,0.5,342
2,1,15000,0.5,509
2,1,15000,0.5,343
2,1,15000,0.5,444
2,1,15000,0.5,283
2,1,15000,0.5,317
2,1,15000,0.5,230
2,1,15000,0.5,468
2,1,15000,0.5,382
2,1,15000,0.5,572
2,1,15000,0.5,370
2,1,15000,0.5,508
2,1,15000,0.5,245
2,1,15000,0.5,191
2,1,15000,0.5,256
2,1,15000,0.5,520
2,1,15000,0.5,269
2,1,15000,0.5,161
2,1,15000,0.5,319
2,1,15000,0.5,417
2,1,15000,0.5,489
2,1,15000,0.5,417
2,1,15000,0.5,433
2,1,15000,0.5,623
2,1,15000,0.5,474
2,1,15000,0.5,191
2,1,15000,0.5,708
2,1,15000,0.5,454
2,1,15000,0.5,346
2,1,15000,0.5,430
2,1,15000,0.5,398
2,1,15000,0.5,406
2,1,15000,0.5,285
2,1,15000,0.5,553
2,1,15000,0.5,251
2,1,15000,0.5,210
2,1,15000,0.5,345
2,1,15000,0.5,520
2,1,15000,0.5,570
2,1,15000,0.5,496
2,1,15000,0.5,244
2,1,15000,0.5,373
2,1,15000,0.5,446
2,1,15000,0.5,186
2,1,15000,0.5,454
2,1,15000,0.5,586
2,1,15000,0.5,223
2,1,15000,0.5,295
2,1,15000,0.5,576
2,1,15000,0.5,818
2,1,15000,0.5,423
2,1,15000,0.5,368
2,1,15000,0.5,501
2,1,15000,0.5,300
2,1,15000,0.5,236
2,1,15000,0.5,347
2,1,15000,0.5,570
2,1,15000,0.5,287
2,1,15000,0.5,288
2,1,15000,0.5,330
2,1,15000,0.5,454
2,1,15000,0.5,308
2,1,15000,0.5,205
2,1,15000,0.5,214
2,1,15000,0.5,436
2,1,15000,0.5,347
2,1,15000,0.5,751
2,1,15000,0.5,580
2,1,15000,0.5,536
2,1,15000,0.5,505
2,1,15000,0.5,477
2,1,15000,0.5,415
2,1,15000,0.5,246
2,1,15000,0.5,327
2,1,15000,0.5,459
2,1,15000,0.5,628
2,1,15000,0.5,309
2,1,15000,0.5,368
2,1,15000,0.5,168
2,1,15000,0.5,288
2,1,15000,0.5,356
2,1,15000,0.5,374
2,1,15000,0.5,187
2,1,15000,0.5,283
2,1,15000,0.5,365
2,1,15000,0.5,124
2,1,15000,0.5,285
2,1,15000,0.5,527
2,1,15000,0.5,428
2,1,15000,0.5,373
2,1,15000,0.5,530
2,1,15000,0.5,143
2,1,20000,0.1,385
2,1,20000,0.1,337
2,1,20000,0.1,577
2,1,20000,0.1,428
2,1,20000,0.1,489
2,1,20000,0.1,254
2,1,20000,0.1,603
2,1,20000,0.1,406
2,1,20000,0.1,284
2,1,20000,0.1,579
2,1,20000,0.1,591
2,1,20000,0.1,526
2,1,20000,0.1,285
2,1,20000,0.1,309
2,1,20000,0.1,327
2,1,20000,0.1,594
2,1,20000,0.1,403
2,1,20000,0.1,401
2,1,20000,0.1,221
2,1,20000,0.1,261
2,1,20000,0.1,149
2,1,20000,0.1,194
2,1,20000,0.1,386
2,1,20000,0.1,196
2,1,20000,0.1,296
2,1,20000,0.1,173
2,1,20000,0.1,283
2,1,20000,0.1,495
2,1,20000,0.1,297
2,1,20000,0.1,210
2,1,20000,0.1,346
2,1,20000,0.1,375
2,1,20000,0.1,243
2,1,20000,0.1,322
2,1,20000,0.1,352
2,1,20000,0.1,518
2,1,20000,0.1,83
2,1,20000,0.1,127
2,1,20000,0.1,298
2,1,20000,0.1,490
2,1,20000,0.1,113
2,1,20000,0.1,228
2,1,20000,0.1,285
2,1,20000,0.1,503
2,1,20000,0.1,284
2,1,20000,0.1,251
2,1,20000,0.1,372
2,1,20000,0.1,549
2,1,20000,0.1,362
2,1,20000,0.1,423
2,1,20000,0.1,165
2,1,20000,0.1,554
2,1,20000,0.1,316
2,1,20000,0.1,125
2,1,20000,0.1,368
2,1,20000,0.1,248
2,1,20000,0.1,445
2,1,20000,0.1,291
2,1,20000,0.1,142
2,1,20000,0.1,488
2,1,20000,0.1,292
2,1,20000,0.1,432
2,1,20000,0.1,342
